sample,fastq_1,fastq_2
ENCSR000COQ1,https://github.com/kylacochrane/nf-explore/raw/main/data/reads/ENCSR000COQ1_1.fastq.gz,https://github.com/kylacochrane/nf-explore/raw/main/data/reads/ENCSR000COQ1_2.fastq.gz,reads/08-5578-small_2.fastq.gz
